WigleWifi-1.4,appRelease=2.25,model=MotoG3,release=6.0,device=osprey_u2,display=MPIS24.65-25.1-19,board=msm8916,brand=motorola,,,
f0:b0:52:3e:ca:38,Ariel_University,[ESS],1970-01-01 02:00:00,1,-60,?,-?,0,0.0805758535861969,WIFI
24:c9:a1:36:20:58,Ariel_University,[ESS],1970-01-01 02:00:00,1,-75,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-84,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:ca:d8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-67,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],1970-01-01 02:00:00,11,-54,?,-?,0,0.0805758535861969,WIFI
d4:61:2e:19:d6:5e,HUAWEI-D65E,[WPA2-PSK-CCMP][WPS][ESS],1970-01-01 02:00:00,1,-75,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:c7:a8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-76,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:d0:98,Ariel_University,[ESS],1970-01-01 02:00:00,11,-85,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:c8:e8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-76,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:d8:e8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-81,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:d8:98,Ariel_University,[ESS],1970-01-01 02:00:00,11,-90,?,-?,0,0.0805758535861969,WIFI
00:18:25:01:72:40,Coolnet-Hotspot,[ESS],1970-01-01 02:00:00,4,-87,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:ca:d8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-60,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:ca:38,Ariel_University,[ESS],1970-01-01 02:00:00,1,-50,?,-?,0,0.0805758535861969,WIFI
d4:61:2e:19:d6:5e,HUAWEI-D65E,[WPA2-PSK-CCMP][WPS][ESS],1970-01-01 02:00:00,1,-65,?,-?,0,0.0805758535861969,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],2017-10-31 12:30:28,11,-74,32.10513608,35.20677662,669,44,WIFI
f0:b0:52:3e:ca:d8,Ariel_University,[ESS],2017-10-31 12:30:28,6,-60,32.10513608,35.20677662,669,44,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],2017-10-31 12:30:28,1,-54,32.10513608,35.20677662,669,44,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],2017-10-31 12:30:28,11,-61,32.10513608,35.20677662,669,44,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],2017-10-31 12:30:28,1,-60,32.10513608,35.20677662,669,44,WIFI
f0:b0:52:3e:ca:38,Ariel_University,[ESS],2017-10-31 12:30:28,1,-69,32.10513608,35.20677662,669,44,WIFI
d4:61:2e:19:d6:5e,HUAWEI-D65E,[WPA2-PSK-CCMP][WPS][ESS],2017-10-31 12:30:28,1,-73,32.10513608,35.20677662,669,44,WIFI
f0:b0:52:3e:c7:a8,Ariel_University,[ESS],2017-10-31 12:30:28,1,-75,32.10513608,35.20677662,669,44,WIFI
f0:b0:52:3e:c7:b8,Ariel_University,[ESS],2017-10-31 12:30:28,6,-68,32.10513608,35.20677662,669,44,WIFI
f0:b0:52:3e:d1:e8,Ariel_University,[ESS],2017-10-31 12:30:28,11,-78,32.10513608,35.20677662,669,44,WIFI
f0:b0:52:3e:d4:58,Ariel_University,[ESS],2017-10-31 12:30:28,11,-79,32.10513608,35.20677662,669,44,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],2017-10-31 12:30:28,6,-79,32.10513608,35.20677662,669,44,WIFI
f0:b0:52:3e:d8:e8,Ariel_University,[ESS],2017-10-31 12:30:28,6,-84,32.10513608,35.20677662,669,44,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],2017-10-31 12:30:28,11,-76,32.10513608,35.20677662,669,44,WIFI
c0:25:e9:03:79:12,GaumardA1710337,[WPS][ESS],2017-10-31 12:30:28,8,-76,32.10513608,35.20677662,669,44,WIFI
f0:b0:52:3e:d0:98,Ariel_University,[ESS],2017-10-31 12:30:28,11,-80,32.10513608,35.20677662,669,44,WIFI
e0:10:7f:1e:55:48,Ariel_University,[ESS],2017-10-31 12:30:28,11,-81,32.10513608,35.20677662,669,44,WIFI
f0:b0:52:3e:d8:98,Ariel_University,[ESS],2017-10-31 12:30:28,11,-85,32.10513608,35.20677662,669,44,WIFI
f0:b0:52:3e:d1:e8,Ariel_University,[ESS],2017-10-31 12:30:31,11,-73,32.10513603,35.20677653,669,21,WIFI
d8:38:0d:05:1a:f1,,[WPA2-PSK-CCMP][ESS],2017-10-31 12:30:31,4,-74,32.10513603,35.20677653,669,21,WIFI
f0:b0:52:3e:c8:58,Ariel_University,[ESS],2017-10-31 12:30:31,1,-80,32.10513603,35.20677653,669,21,WIFI
1c:b9:c4:15:33:d8,Ariel_University,[ESS],2017-10-31 12:30:31,11,-82,32.10513603,35.20677653,669,21,WIFI
f0:b0:52:3e:c7:a8,Ariel_University,[ESS],2017-10-31 12:30:39,1,-64,32.10513597,35.20677487,669,20,WIFI
f0:b0:52:3e:d8:e8,Ariel_University,[ESS],2017-10-31 12:30:39,6,-74,32.10513597,35.20677487,669,20,WIFI
f0:b0:52:3e:c8:e8,Ariel_University,[ESS],2017-10-31 12:30:39,6,-81,32.10513597,35.20677487,669,20,WIFI
f0:b0:52:3e:d0:98,Ariel_University,[ESS],2017-10-31 12:30:45,11,-73,32.10513596,35.20677468,669,27,WIFI
d4:61:2e:19:d6:5e,HUAWEI-D65E,[WPA2-PSK-CCMP][WPS][ESS],2017-10-31 12:30:55,1,-63,32.10513588,35.20677378,669,33,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],2017-10-31 12:30:55,11,-64,32.10513588,35.20677378,669,33,WIFI
d8:38:0d:05:1a:d9,,[WPA2-PSK-CCMP][ESS],2017-10-31 12:31:00,5,-88,32.10513588,35.20677362,669,51,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],2017-10-31 12:31:06,6,-67,32.10513588,35.20677295,669,56,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],2017-10-31 12:31:12,6,-62,32.10513586,35.20677223,669,53,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],2017-10-31 12:31:16,11,-57,32.10513586,35.20677214,669,68,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],2017-10-31 12:31:16,11,-81,32.10513586,35.20677214,669,68,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],2017-10-31 12:31:19,11,-76,32.10513586,35.2067721,669,101,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],2017-10-31 12:31:19,1,-76,32.10513586,35.2067721,669,101,WIFI
f0:b0:52:3e:c8:58,Ariel_University,[ESS],2017-10-31 12:31:22,1,-74,32.10513587,35.20677211,669,69,WIFI
42501_10072_480148,012 Mobile,HSDPA;il,2017-10-31 12:31:25,0,-99,32.10513585,35.20677191,669,50,GSM
f0:b0:52:3e:c8:08,Ariel_University,[ESS],2017-10-31 12:31:28,1,-70,32.10513585,35.20677191,669,67,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],2017-10-31 12:31:30,11,-70,32.10523812,35.20647816,640,101,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],2017-10-31 12:31:30,1,-62,32.10523812,35.20647816,640,101,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],2017-10-31 12:31:30,11,-73,32.10523812,35.20647816,640,101,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],2017-10-31 12:31:30,1,-74,32.10523812,35.20647816,640,101,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],2017-10-31 12:31:39,11,-52,32.10513584,35.20677196,669,211,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],2017-10-31 12:31:39,1,-55,32.10513584,35.20677196,669,211,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],2017-10-31 12:31:45,11,-45,32.10513584,35.2067719,669,29,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],2017-10-31 12:31:52,11,-62,32.10513582,35.20677194,669,15,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],2017-10-31 12:31:52,1,-66,32.10513582,35.20677194,669,15,WIFI
42501_10072_480148,012 Mobile,HSDPA;il,2017-10-31 12:31:52,0,-89,32.10513582,35.20677194,669,15,GSM
ec:8c:a2:26:d2:98,Ariel_University,[ESS],2017-10-31 12:31:55,1,-55,32.1051358,35.20677199,669,12,WIFI
1c:b9:c4:16:05:d8,Smart-Class 2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 12:31:55,9,-73,32.1051358,35.20677199,669,12,WIFI
42501_10072_480148,012 Mobile,HSDPA;il,2017-10-31 12:32:00,0,-83,32.10513569,35.2067722,669,8,GSM
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],2017-10-31 12:32:06,6,-50,32.10513548,35.20677169,669,10,WIFI
f0:b0:52:3e:d0:08,Ariel_University,[ESS],2017-10-31 12:32:06,6,-66,32.10513548,35.20677169,669,10,WIFI
f0:b0:52:3e:c8:28,Ariel_University,[ESS],2017-10-31 12:32:06,1,-73,32.10513548,35.20677169,669,10,WIFI
42501_10072_470807,012 Mobile,HSDPA;il,2017-10-31 12:32:12,0,-95,32.10513535,35.20677168,669,14,GSM
42501_10072_470807,012 Mobile,HSDPA;il,2017-10-31 12:32:18,0,-89,32.10513522,35.20677136,669,13,GSM
42501_10072_480144,012 Mobile,HSDPA;il,2017-10-31 12:32:31,0,-89,32.10513501,35.20677082,669,21,GSM
f0:b0:52:3e:cc:78,Ariel_University,[ESS],2017-10-31 12:32:42,11,-45,32.10513498,35.20677067,669,36,WIFI
f0:b0:52:3e:c8:28,Ariel_University,[ESS],2017-10-31 12:32:42,1,-67,32.10513498,35.20677067,669,36,WIFI
1c:b9:c4:16:05:d8,Smart-Class 2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 12:32:42,9,-68,32.10513498,35.20677067,669,36,WIFI
42501_10072_470803,012 Mobile,HSDPA;il,2017-10-31 12:33:20,0,-93,32.10513493,35.20677111,669,140,GSM
1c:b9:c4:56:12:c3,island-1612C0,[WPA2-PSK-CCMP][ESS],2017-10-31 12:34:21,13,-78,32.10513483,35.20677164,669,78,WIFI
f0:b0:52:3e:c7:88,Ariel_University,[ESS],2017-10-31 12:35:10,1,-68,32.10513468,35.20677243,669,31,WIFI
f0:b0:52:3e:c8:28,Ariel_University,[ESS],2017-10-31 12:36:27,1,-59,32.10513404,35.20677427,669,107,WIFI
1c:b9:c4:16:05:d8,Smart-Class 2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 12:36:27,9,-60,32.10513404,35.20677427,669,107,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-54,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-57,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:d0:08,Ariel_University,[ESS],1970-01-01 02:00:00,6,-69,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:d0:38,Ariel_University,[ESS],1970-01-01 02:00:00,6,-74,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:c8:28,Ariel_University,[ESS],1970-01-01 02:00:00,1,-78,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:da:18,Ariel_University,[ESS],1970-01-01 02:00:00,11,-77,?,?,0,9.23906326293945,WIFI
1c:b9:c4:16:05:d8,Smart-Class 2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1970-01-01 02:00:00,9,-68,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:c7:88,Ariel_University,[ESS],1970-01-01 02:00:00,1,-76,?,?,0,9.23906326293945,WIFI
1c:b9:c4:56:12:c3,island-1612C0,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,13,-81,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:61:c8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-71,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-43,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:d0:08,Ariel_University,[ESS],1970-01-01 02:00:00,6,-61,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:c8:28,Ariel_University,[ESS],1970-01-01 02:00:00,1,-70,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:da:18,Ariel_University,[ESS],1970-01-01 02:00:00,11,-72,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-38,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:c8:28,Ariel_University,[ESS],1970-01-01 02:00:00,1,-65,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],1970-01-01 02:00:00,11,-90,?,?,0,9.23906326293945,WIFI
1c:b9:c4:16:05:d8,Smart-Class 2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1970-01-01 02:00:00,9,-63,?,?,0,9.23906326293945,WIFI
1c:b9:c4:16:05:d8,Smart-Class 2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1970-01-01 02:00:00,9,-57,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:d0:38,Ariel_University,[ESS],1970-01-01 02:00:00,6,-67,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:c8:28,Ariel_University,[ESS],1970-01-01 02:00:00,1,-60,?,?,0,9.23906326293945,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],1970-01-01 02:00:00,1,-76,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:c8:28,Ariel_University,[ESS],1970-01-01 02:00:00,1,-55,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:c8:28,Ariel_University,[ESS],1970-01-01 02:00:00,1,-50,?,?,0,9.23906326293945,WIFI
1c:b9:c4:16:05:d8,Smart-Class 2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1970-01-01 02:00:00,9,-50,?,?,0,9.23906326293945,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],1970-01-01 02:00:00,1,-66,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],1970-01-01 02:00:00,11,-81,?,?,0,9.23906326293945,WIFI
00:1a:2f:7f:6b:70,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,13,-80,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:ca:d8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-91,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-49,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],1970-01-01 02:00:00,11,-72,?,?,0,9.23906326293945,WIFI
02:02:29:1d:f2:b9,REL-WIFI,[WEP][IBSS],1970-01-01 02:00:00,11,-74,?,?,0,9.23906326293945,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-72,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],1970-01-01 02:00:00,1,-75,?,?,0,9.23906326293945,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],2017-10-31 12:38:22,11,-61,32.10518564,35.2067292,666,7,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],2017-10-31 12:38:22,6,-50,32.10518564,35.2067292,666,7,WIFI
f0:b0:52:3e:c8:28,Ariel_University,[ESS],2017-10-31 12:38:22,1,-68,32.10518564,35.2067292,666,7,WIFI
f0:b0:52:3e:61:c8,Ariel_University,[ESS],2017-10-31 12:38:22,11,-82,32.10518564,35.2067292,666,7,WIFI
1c:b9:c4:16:05:d8,Smart-Class 2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 12:38:22,9,-72,32.10518564,35.2067292,666,7,WIFI
1c:b9:c4:56:12:c3,island-1612C0,[WPA2-PSK-CCMP][ESS],2017-10-31 12:38:22,13,-87,32.10518564,35.2067292,666,7,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],2017-10-31 12:38:22,1,-65,32.10518564,35.2067292,666,7,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],2017-10-31 12:38:22,11,-68,32.10518564,35.2067292,666,7,WIFI
00:1a:2f:7f:6b:70,,[WPA2-PSK-CCMP][ESS],2017-10-31 12:38:22,13,-77,32.10518564,35.2067292,666,7,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],2017-10-31 12:38:22,11,-82,32.10518564,35.2067292,666,7,WIFI
42501_10072_480144,012 Mobile,HSDPA;il,2017-10-31 12:38:22,0,-83,32.10518564,35.2067292,666,7,GSM
ec:8c:a2:26:d2:98,Ariel_University,[ESS],2017-10-31 12:38:27,1,-58,32.10512432,35.20673038,666,5,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],2017-10-31 12:38:27,11,-72,32.10512432,35.20673038,666,5,WIFI
f0:b0:52:3e:d0:08,Ariel_University,[ESS],2017-10-31 12:38:27,6,-82,32.10512432,35.20673038,666,5,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],2017-10-31 12:38:33,11,-53,32.10513262,35.20672898,663,11,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],2017-10-31 12:38:33,1,-57,32.10513262,35.20672898,663,11,WIFI
f0:b0:52:3e:61:c8,Ariel_University,[ESS],2017-10-31 12:38:33,11,-72,32.10513262,35.20672898,663,11,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],2017-10-31 12:38:38,7,-82,32.10513942,35.20672768,663,12,WIFI
f0:b0:52:3e:c7:88,Ariel_University,[ESS],2017-10-31 12:38:38,1,-80,32.10513942,35.20672768,663,12,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],2017-10-31 12:39:03,11,-45,32.10513981,35.20672767,663,98,WIFI
32:07:4d:d4:6d:53,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-10-31 12:39:09,6,-88,32.10514014,35.20672755,663,72,WIFI
02:02:29:1d:f2:b9,REL-WIFI,[WEP][IBSS],2017-10-31 12:39:15,11,-86,32.10513946,35.20672755,663,44,WIFI
00:1a:dd:f4:f5:c5,Afikim_Wifi,[ESS],2017-10-31 12:39:15,13,-91,32.10513946,35.20672755,663,44,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],2017-10-31 12:39:21,11,-87,32.10513993,35.20672754,663,48,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],2017-10-31 12:39:22,11,-40,32.10514002,35.20672752,663,48,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],2017-10-31 12:39:45,11,-64,32.10514042,35.20672744,663,195,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],2017-10-31 12:40:03,1,-49,32.10514064,35.20672745,663,32,WIFI
24:c9:a1:36:50:98,Ariel_University,[ESS],2017-10-31 12:40:33,6,-88,32.10514218,35.20672716,663,33,WIFI
f0:b0:52:3e:c8:e8,Ariel_University,[ESS],2017-10-31 12:42:55,6,-76,32.10514265,35.206727,663,38,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],1970-01-01 02:00:00,11,-66,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],1970-01-01 02:00:00,1,-53,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-74,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-81,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-74,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:61:c8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-86,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:d0:08,Ariel_University,[ESS],1970-01-01 02:00:00,6,-86,-?,?,0,0.0569295808672905,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,7,-80,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-69,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-74,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-74,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],1970-01-01 02:00:00,6,-74,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:d0:98,Ariel_University,[ESS],1970-01-01 02:00:00,11,-78,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:d8:e8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-83,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-64,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:c7:a8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-76,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-68,-?,?,0,0.0569295808672905,WIFI
00:1a:2f:7f:6b:70,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,13,-84,-?,?,0,0.0569295808672905,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-75,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:c8:58,Ariel_University,[ESS],1970-01-01 02:00:00,1,-76,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-57,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],1970-01-01 02:00:00,11,-74,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:c8:e8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-76,-?,?,0,0.0569295808672905,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],2017-10-31 12:42:57,11,-65,32.1051427,35.20672697,663,35,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],2017-10-31 12:42:57,11,-81,32.1051427,35.20672697,663,35,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],2017-10-31 12:42:57,1,-70,32.1051427,35.20672697,663,35,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],2017-10-31 12:42:57,11,-66,32.1051427,35.20672697,663,35,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],2017-10-31 12:42:57,6,-72,32.1051427,35.20672697,663,35,WIFI
f0:b0:52:3e:d0:98,Ariel_University,[ESS],2017-10-31 12:42:57,11,-77,32.1051427,35.20672697,663,35,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],2017-10-31 12:42:57,1,-59,32.1051427,35.20672697,663,35,WIFI
f0:b0:52:3e:c7:a8,Ariel_University,[ESS],2017-10-31 12:42:57,1,-69,32.1051427,35.20672697,663,35,WIFI
f0:b0:52:3e:c8:58,Ariel_University,[ESS],2017-10-31 12:42:57,1,-73,32.1051427,35.20672697,663,35,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],2017-10-31 12:42:57,11,-77,32.1051427,35.20672697,663,35,WIFI
f0:b0:52:3e:c8:e8,Ariel_University,[ESS],2017-10-31 12:42:57,6,-76,32.1051427,35.20672697,663,35,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],2017-10-31 12:43:06,1,-76,32.1051427,35.20672696,663,63,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],2017-10-31 12:43:06,11,-85,32.1051427,35.20672696,663,63,WIFI
f0:b0:52:3e:d0:98,Ariel_University,[ESS],2017-10-31 12:43:16,11,-70,32.10514262,35.20672701,663,238,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],2017-10-31 12:43:16,11,-62,32.10514262,35.20672701,663,238,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],2017-10-31 12:48:55,1,-50,32.10514165,35.20672694,663,49,WIFI
f0:b0:52:3e:c7:a8,Ariel_University,[ESS],2017-10-31 12:48:55,1,-62,32.10514165,35.20672694,663,49,WIFI
00:1a:2f:7f:6b:70,,[WPA2-PSK-CCMP][ESS],2017-10-31 12:48:55,13,-85,32.10514165,35.20672694,663,49,WIFI
f0:b0:52:3e:c7:a8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-76,?,?,0,0.117557130753994,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],1970-01-01 02:00:00,11,-72,?,?,0,0.117557130753994,WIFI
f0:b0:52:3e:c8:58,Ariel_University,[ESS],1970-01-01 02:00:00,1,-82,?,?,0,0.117557130753994,WIFI
f0:b0:52:3e:d0:98,Ariel_University,[ESS],1970-01-01 02:00:00,11,-83,?,?,0,0.117557130753994,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-74,?,?,0,0.117557130753994,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],1970-01-01 02:00:00,6,-81,?,?,0,0.117557130753994,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],1970-01-01 02:00:00,11,-75,?,?,0,0.117557130753994,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],1970-01-01 02:00:00,11,-87,?,?,0,0.117557130753994,WIFI
f0:b0:52:3e:c8:e8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-82,?,?,0,0.117557130753994,WIFI
f0:b0:52:3e:c7:b8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-83,?,?,0,0.117557130753994,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-61,?,?,0,0.117557130753994,WIFI
f0:b0:52:3e:d8:e8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-85,?,?,0,0.117557130753994,WIFI
f0:b0:52:3e:d0:98,Ariel_University,[ESS],1970-01-01 02:00:00,11,-73,?,?,0,0.117557130753994,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],1970-01-01 02:00:00,6,-72,?,?,0,0.117557130753994,WIFI
